t[ms];I[10A];Ue[V];P[W];E[J]
158,42;-12,2;2,638;-32,18;-16,09
158,44;-11,81;2,598;-30,68;-15,34
158,46;-11,81;2,559;-30,22;-15,11
158,48;-11,42;2,559;-29,22;-14,61
158,5;-11,81;2,638;-31,15;-15,58
158,52;-12,2;2,638;-32,18;-16,09
158,54;-11,81;2,638;-31,15;-15,58
158,56;-11,42;2,559;-29,22;-14,61
158,58;-11,42;2,559;-29,22;-14,61
158,6;-11,81;2,638;-31,15;-15,58
158,62;-12,2;2,638;-32,18;-16,09
158,64;-12,2;2,598;-31,7;-15,85
158,66;-11,81;2,559;-30,22;-15,11
158,68;-11,42;2,559;-29,22;-14,61
158,7;-11,81;2,598;-30,68;-15,34
158,72;-12,2;2,638;-32,18;-16,09
158,74;-11,81;2,638;-31,15;-15,58
158,76;-11,81;2,559;-30,22;-15,11
158,78;-11,42;2,598;-29,67;-14,84
158,8;-11,42;2,598;-29,67;-14,84
158,82;-12,2;2,638;-32,18;-16,09
158,84;-11,81;2,598;-30,68;-15,34
158,86;-11,81;2,598;-30,68;-15,34
158,88;-11,42;2,52;-28,78;-14,39
158,9;-11,42;2,559;-29,22;-14,61
158,92;-12,2;2,598;-31,7;-15,85
158,94;-11,81;2,598;-30,68;-15,34
158,96;-11,42;2,52;-28,78;-14,39
158,98;-11,42;2,48;-28,32;-14,16
159;-11,81;2,598;-30,68;-15,34
159,02;-12,2;2,638;-32,18;-16,09
159,04;-11,81;2,638;-31,15;-15,58
159,06;-11,42;2,559;-29,22;-14,61
159,08;-11,42;2,52;-28,78;-14,39
159,1;-11,42;2,598;-29,67;-14,84
159,12;-11,81;2,638;-31,15;-15,58
159,14;-11,81;2,638;-31,15;-15,58
159,16;-11,42;2,598;-29,67;-14,84
159,18;-11,42;2,559;-29,22;-14,61
159,2;-11,81;2,598;-30,68;-15,34
159,22;-12,2;2,638;-32,18;-16,09
159,24;-12,2;2,638;-32,18;-16,09
159,26;-11,81;2,598;-30,68;-15,34
159,28;-11,42;2,559;-29,22;-14,61
159,3;-11,42;2,598;-29,67;-14,84
159,32;-11,81;2,638;-31,15;-15,58
159,34;-12,2;2,638;-32,18;-16,09
159,36;-11,42;2,598;-29,67;-14,84
159,38;-11,42;2,559;-29,22;-14,61
159,4;-11,42;2,598;-29,67;-14,84
159,42;-12,2;2,638;-32,18;-16,09
159,44;-11,81;2,598;-30,68;-15,34
159,46;-11,81;2,559;-30,22;-15,11
159,48;-11,02;2,52;-27,77;-13,88
159,5;-11,42;2,598;-29,67;-14,84
159,52;-11,81;2,638;-31,15;-15,58
159,54;-12,2;2,638;-32,18;-16,09
159,56;-11,81;2,559;-30,22;-15,11
159,58;-11,02;2,559;-28,2;-14,1
159,6;-11,42;2,559;-29,22;-14,61
159,62;-12,2;2,638;-32,18;-16,09
159,64;-12,2;2,638;-32,18;-16,09
159,66;-11,81;2,559;-30,22;-15,11
159,68;-11,42;2,559;-29,22;-14,61
159,7;-11,81;2,598;-30,68;-15,34
159,72;-11,81;2,638;-31,15;-15,58
159,74;-12,2;2,638;-32,18;-16,09
159,76;-11,81;2,559;-30,22;-15,11
159,78;-11,42;2,559;-29,22;-14,61
159,8;-11,42;2,559;-29,22;-14,61
159,82;-11,81;2,638;-31,15;-15,58
159,84;-12,2;2,598;-31,7;-15,85
159,86;-11,81;2,559;-30,22;-15,11
159,88;-11,42;2,52;-28,78;-14,39
159,9;-11,42;2,559;-29,22;-14,61
159,92;-11,81;2,598;-30,68;-15,34
159,94;-12,2;2,638;-32,18;-16,09
159,96;-11,81;2,559;-30,22;-15,11
159,98;-11,42;2,52;-28,78;-14,39
160;-11,42;2,559;-29,22;-14,61
160,02;-11,81;2,598;-30,68;-15,34
160,04;-11,81;2,598;-30,68;-15,34
160,06;-11,81;2,559;-30,22;-15,11
160,08;-11,02;2,559;-28,2;-14,1
160,1;-11,42;2,559;-29,22;-14,61
160,12;-11,81;2,638;-31,15;-15,58
160,14;-12,2;2,598;-31,7;-15,85
160,16;-11,81;2,598;-30,68;-15,34
160,18;-11,42;2,559;-29,22;-14,61
160,2;-11,42;2,598;-29,67;-14,84
160,22;-11,81;2,638;-31,15;-15,58
160,24;-12,2;2,638;-32,18;-16,09
160,26;-11,81;2,598;-30,68;-15,34
160,28;-11,42;2,559;-29,22;-14,61
160,3;-11,42;2,559;-29,22;-14,61
160,32;-11,81;2,598;-30,68;-15,34
160,34;-12,2;2,638;-32,18;-16,09
160,36;-11,81;2,598;-30,68;-15,34
160,38;-11,42;2,559;-29,22;-14,61
160,4;-11,42;2,559;-29,22;-14,61
160,42;-11,81;2,638;-31,15;-15,58
160,44;-12,2;2,638;-32,18;-16,09
160,46;-11,81;2,559;-30,22;-15,11
160,48;-11,42;2,52;-28,78;-14,39
160,5;-11,42;2,559;-29,22;-14,61
160,52;-11,81;2,598;-30,68;-15,34
160,54;-12,2;2,638;-32,18;-16,09
160,56;-11,81;2,598;-30,68;-15,34
160,58;-11,42;2,559;-29,22;-14,61
160,6;-11,42;2,559;-29,22;-14,61
160,62;-11,81;2,559;-30,22;-15,11
160,64;-12,2;2,598;-31,7;-15,85
160,66;-11,81;2,598;-30,68;-15,34
160,68;-11,81;2,559;-30,22;-15,11
160,7;-11,42;2,559;-29,22;-14,61
160,72;-11,81;2,598;-30,68;-15,34
160,74;-11,81;2,638;-31,15;-15,58
160,76;-11,81;2,598;-30,68;-15,34
160,78;-11,42;2,559;-29,22;-14,61
160,8;-11,42;2,559;-29,22;-14,61
160,82;-11,81;2,598;-30,68;-15,34
160,84;-12,2;2,638;-32,18;-16,09
160,86;-11,81;2,559;-30,22;-15,11
160,88;-11,81;2,52;-29,76;-14,88
160,9;-11,42;2,48;-28,32;-14,16
160,92;-11,81;2,559;-30,22;-15,11
160,94;-12,2;2,598;-31,7;-15,85
160,96;-11,81;2,559;-30,22;-15,11
160,98;-11,42;2,52;-28,78;-14,39
161;-11,02;2,52;-27,77;-13,88
161,02;-11,81;2,598;-30,68;-15,34
161,04;-12,2;2,638;-32,18;-16,09
161,06;-12,2;2,559;-31,22;-15,61
161,08;-11,42;2,559;-29,22;-14,61
161,1;-11,02;2,559;-28,2;-14,1
161,12;-11,81;2,559;-30,22;-15,11
161,14;-12,2;2,598;-31,7;-15,85
161,16;-11,81;2,598;-30,68;-15,34
161,18;-11,42;2,52;-28,78;-14,39
161,2;-11,42;2,559;-29,22;-14,61
161,22;-11,81;2,598;-30,68;-15,34
161,24;-12,2;2,638;-32,18;-16,09
161,26;-11,81;2,598;-30,68;-15,34
161,28;-11,81;2,559;-30,22;-15,11
161,3;-11,02;2,559;-28,2;-14,1
161,32;-11,42;2,598;-29,67;-14,84
161,34;-12,2;2,638;-32,18;-16,09
161,36;-11,81;2,598;-30,68;-15,34
161,38;-11,81;2,559;-30,22;-15,11
161,4;-11,02;2,48;-27,33;-13,66
161,42;-11,81;2,559;-30,22;-15,11
161,44;-11,81;2,598;-30,68;-15,34
161,46;-12,2;2,598;-31,7;-15,85
161,48;-11,42;2,48;-28,32;-14,16
161,5;-11,02;2,559;-28,2;-14,1
161,52;-11,81;2,598;-30,68;-15,34
161,54;-12,2;2,638;-32,18;-16,09
161,56;-11,81;2,598;-30,68;-15,34
161,58;-11,42;2,559;-29,22;-14,61
161,6;-11,42;2,52;-28,78;-14,39
161,62;-11,42;2,559;-29,22;-14,61
161,64;-12,2;2,598;-31,7;-15,85
161,66;-12,2;2,598;-31,7;-15,85
161,68;-11,81;2,559;-30,22;-15,11
161,7;-11,02;2,48;-27,33;-13,66
161,72;-11,42;2,598;-29,67;-14,84
161,74;-12,2;2,598;-31,7;-15,85
161,76;-11,81;2,598;-30,68;-15,34
161,78;-11,81;2,559;-30,22;-15,11
161,8;-11,42;2,52;-28,78;-14,39
161,82;-11,42;2,559;-29,22;-14,61
161,84;-11,81;2,598;-30,68;-15,34
161,86;-12,2;2,598;-31,7;-15,85
161,88;-11,81;2,559;-30,22;-15,11
161,9;-11,42;2,48;-28,32;-14,16
161,92;-11,42;2,559;-29,22;-14,61
161,94;-11,81;2,598;-30,68;-15,34
161,96;-11,81;2,559;-30,22;-15,11
161,98;-11,81;2,48;-29,29;-14,64
162;-11,02;2,48;-27,33;-13,66
162,02;-11,42;2,559;-29,22;-14,61
162,04;-12,2;2,598;-31,7;-15,85
162,06;-12,2;2,598;-31,7;-15,85
162,08;-11,42;2,559;-29,22;-14,61
162,1;-11,42;2,559;-29,22;-14,61
162,12;-11,42;2,559;-29,22;-14,61
162,14;-12,2;2,638;-32,18;-16,09
162,16;-11,81;2,598;-30,68;-15,34
162,18;-11,42;2,52;-28,78;-14,39
162,2;-11,42;2,52;-28,78;-14,39
162,22;-11,42;2,559;-29,22;-14,61
162,24;-11,81;2,598;-30,68;-15,34
162,26;-12,2;2,598;-31,7;-15,85
162,28;-11,81;2,559;-30,22;-15,11
162,3;-11,42;2,52;-28,78;-14,39
162,32;-11,42;2,559;-29,22;-14,61
162,34;-11,81;2,638;-31,15;-15,58
162,36;-12,2;2,598;-31,7;-15,85
162,38;-11,42;2,52;-28,78;-14,39
162,4;-11,42;2,48;-28,32;-14,16
162,42;-11,42;2,559;-29,22;-14,61
162,44;-12,2;2,598;-31,7;-15,85
162,46;-12,2;2,598;-31,7;-15,85
162,48;-11,81;2,598;-30,68;-15,34
162,5;-11,42;2,48;-28,32;-14,16
162,52;-11,42;2,559;-29,22;-14,61
162,54;-11,81;2,598;-30,68;-15,34
162,56;-11,81;2,598;-30,68;-15,34
162,58;-11,81;2,559;-30,22;-15,11
162,6;-11,42;2,48;-28,32;-14,16
162,62;-11,42;2,52;-28,78;-14,39
162,64;-11,81;2,598;-30,68;-15,34
162,66;-12,2;2,638;-32,18;-16,09
162,68;-11,81;2,559;-30,22;-15,11
162,7;-11,42;2,48;-28,32;-14,16
162,72;-11,81;2,48;-29,29;-14,64
162,74;-11,81;2,598;-30,68;-15,34
162,76;-12,2;2,598;-31,7;-15,85
162,78;-11,81;2,559;-30,22;-15,11
162,8;-11,02;2,48;-27,33;-13,66
162,82;-11,42;2,52;-28,78;-14,39
162,84;-11,81;2,598;-30,68;-15,34
162,86;-12,2;2,638;-32,18;-16,09
162,88;-11,81;2,559;-30,22;-15,11
162,9;-11,42;2,48;-28,32;-14,16
162,92;-11,42;2,48;-28,32;-14,16
162,94;-11,81;2,559;-30,22;-15,11
162,96;-12,2;2,598;-31,7;-15,85
162,98;-11,81;2,559;-30,22;-15,11
163;-11,42;2,48;-28,32;-14,16
163,02;-11,42;2,48;-28,32;-14,16
163,04;-11,81;2,598;-30,68;-15,34
163,06;-11,81;2,598;-30,68;-15,34
163,08;-11,81;2,559;-30,22;-15,11
163,1;-11,42;2,48;-28,32;-14,16
163,12;-11,42;2,52;-28,78;-14,39
163,14;-11,81;2,559;-30,22;-15,11
163,16;-11,81;2,598;-30,68;-15,34
163,18;-11,81;2,559;-30,22;-15,11
163,2;-11,42;2,559;-29,22;-14,61
163,22;-11,42;2,52;-28,78;-14,39
163,24;-11,81;2,598;-30,68;-15,34
163,26;-11,81;2,598;-30,68;-15,34
163,28;-11,81;2,559;-30,22;-15,11
163,3;-11,42;2,52;-28,78;-14,39
163,32;-11,02;2,52;-27,77;-13,88
163,34;-11,81;2,559;-30,22;-15,11
163,36;-12,2;2,638;-32,18;-16,09
163,38;-11,81;2,559;-30,22;-15,11
163,4;-11,42;2,48;-28,32;-14,16
163,42;-11,42;2,52;-28,78;-14,39
163,44;-11,81;2,598;-30,68;-15,34
163,46;-12,2;2,598;-31,7;-15,85
163,48;-11,81;2,559;-30,22;-15,11
163,5;-11,02;2,48;-27,33;-13,66
163,52;-11,02;2,48;-27,33;-13,66
163,54;-11,81;2,559;-30,22;-15,11
163,56;-12,2;2,598;-31,7;-15,85
163,58;-11,81;2,559;-30,22;-15,11
163,6;-11,42;2,48;-28,32;-14,16
163,62;-11,42;2,52;-28,78;-14,39
163,64;-11,81;2,559;-30,22;-15,11
163,66;-12,2;2,598;-31,7;-15,85
163,68;-11,81;2,559;-30,22;-15,11
163,7;-11,42;2,48;-28,32;-14,16
163,72;-11,02;2,48;-27,33;-13,66
163,74;-11,81;2,559;-30,22;-15,11
163,76;-12,2;2,598;-31,7;-15,85
163,78;-11,81;2,559;-30,22;-15,11
163,8;-11,42;2,52;-28,78;-14,39
163,82;-11,02;2,52;-27,77;-13,88
163,84;-11,81;2,559;-30,22;-15,11
163,86;-12,2;2,598;-31,7;-15,85
163,88;-11,81;2,559;-30,22;-15,11
163,9;-11,42;2,48;-28,32;-14,16
163,92;-11,02;2,48;-27,33;-13,66
163,94;-11,81;2,559;-30,22;-15,11
163,96;-11,81;2,559;-30,22;-15,11
163,98;-11,81;2,52;-29,76;-14,88
164;-11,42;2,48;-28,32;-14,16
164,02;-11,42;2,48;-28,32;-14,16
164,04;-11,81;2,52;-29,76;-14,88
164,06;-12,2;2,598;-31,7;-15,85
164,08;-11,81;2,559;-30,22;-15,11
164,1;-11,42;2,48;-28,32;-14,16
164,12;-11,02;2,48;-27,33;-13,66
164,14;-11,81;2,559;-30,22;-15,11
164,16;-11,81;2,598;-30,68;-15,34
164,18;-11,81;2,598;-30,68;-15,34
164,2;-11,42;2,559;-29,22;-14,61
164,22;-11,02;2,48;-27,33;-13,66
164,24;-11,81;2,559;-30,22;-15,11
164,26;-11,81;2,598;-30,68;-15,34
164,28;-11,81;2,638;-31,15;-15,58
164,3;-11,42;2,52;-28,78;-14,39
164,32;-11,42;2,48;-28,32;-14,16
164,34;-11,81;2,559;-30,22;-15,11
164,36;-12,2;2,598;-31,7;-15,85
164,38;-11,81;2,559;-30,22;-15,11
164,4;-11,42;2,48;-28,32;-14,16
164,42;-11,42;2,48;-28,32;-14,16
164,44;-11,42;2,559;-29,22;-14,61
164,46;-12,2;2,598;-31,7;-15,85
164,48;-11,81;2,559;-30,22;-15,11
164,5;-11,42;2,48;-28,32;-14,16
164,52;-11,02;2,48;-27,33;-13,66
164,54;-11,81;2,559;-30,22;-15,11
164,56;-12,2;2,598;-31,7;-15,85
164,58;-11,81;2,598;-30,68;-15,34
164,6;-11,42;2,48;-28,32;-14,16
164,62;-11,42;2,48;-28,32;-14,16
164,64;-11,81;2,559;-30,22;-15,11
164,66;-11,81;2,598;-30,68;-15,34
164,68;-11,81;2,598;-30,68;-15,34
164,7;-11,42;2,52;-28,78;-14,39
164,72;-11,02;2,48;-27,33;-13,66
164,74;-11,42;2,559;-29,22;-14,61
164,76;-12,2;2,598;-31,7;-15,85
164,78;-11,81;2,559;-30,22;-15,11
164,8;-11,42;2,52;-28,78;-14,39
164,82;-11,42;2,48;-28,32;-14,16
164,84;-11,42;2,559;-29,22;-14,61
164,86;-11,81;2,598;-30,68;-15,34
164,88;-11,81;2,559;-30,22;-15,11
164,9;-11,42;2,48;-28,32;-14,16
164,92;-11,02;2,48;-27,33;-13,66
164,94;-11,42;2,52;-28,78;-14,39
164,96;-12,2;2,559;-31,22;-15,61
164,98;-11,81;2,559;-30,22;-15,11
165;-11,42;2,48;-28,32;-14,16
165,02;-11,42;2,48;-28,32;-14,16
165,04;-11,81;2,52;-29,76;-14,88
165,06;-11,81;2,598;-30,68;-15,34
165,08;-11,81;2,559;-30,22;-15,11
165,1;-11,42;2,48;-28,32;-14,16
165,12;-11,02;2,48;-27,33;-13,66
165,14;-11,42;2,559;-29,22;-14,61
165,16;-12,2;2,598;-31,7;-15,85
165,18;-11,81;2,559;-30,22;-15,11
165,2;-11,42;2,52;-28,78;-14,39
165,22;-11,02;2,48;-27,33;-13,66
165,24;-11,42;2,559;-29,22;-14,61
165,26;-11,81;2,598;-30,68;-15,34
165,28;-12,2;2,598;-31,7;-15,85
165,3;-11,02;2,52;-27,77;-13,88
165,32;-11,42;2,48;-28,32;-14,16
165,34;-11,42;2,559;-29,22;-14,61
165,36;-11,81;2,598;-30,68;-15,34
165,38;-11,81;2,559;-30,22;-15,11
165,4;-11,42;2,52;-28,78;-14,39
165,42;-11,42;2,48;-28,32;-14,16
165,44;-11,81;2,559;-30,22;-15,11
165,46;-12,2;2,598;-31,7;-15,85
165,48;-11,81;2,559;-30,22;-15,11
165,5;-11,42;2,48;-28,32;-14,16
165,52;-11,42;2,48;-28,32;-14,16
165,54;-11,81;2,48;-29,29;-14,64
165,56;-11,81;2,598;-30,68;-15,34
165,58;-11,81;2,559;-30,22;-15,11
165,6;-11,81;2,48;-29,29;-14,64
165,62;-11,02;2,48;-27,33;-13,66
165,64;-11,42;2,559;-29,22;-14,61
165,66;-11,81;2,598;-30,68;-15,34
165,68;-11,81;2,559;-30,22;-15,11
165,7;-11,81;2,48;-29,29;-14,64
165,72;-11,02;2,48;-27,33;-13,66
165,74;-11,42;2,559;-29,22;-14,61
165,76;-11,81;2,598;-30,68;-15,34
165,78;-11,81;2,559;-30,22;-15,11
165,8;-11,42;2,48;-28,32;-14,16
165,82;-11,02;2,48;-27,33;-13,66
165,84;-11,81;2,52;-29,76;-14,88
165,86;-11,81;2,559;-30,22;-15,11
165,88;-11,81;2,559;-30,22;-15,11
165,9;-11,42;2,48;-28,32;-14,16
165,92;-11,02;2,48;-27,33;-13,66
165,94;-11,42;2,48;-28,32;-14,16
165,96;-11,81;2,559;-30,22;-15,11
165,98;-11,81;2,559;-30,22;-15,11
166;-11,42;2,48;-28,32;-14,16
166,02;-11,02;2,48;-27,33;-13,66
166,04;-11,42;2,48;-28,32;-14,16
166,06;-11,81;2,598;-30,68;-15,34
166,08;-11,81;2,598;-30,68;-15,34
166,1;-11,81;2,52;-29,76;-14,88
166,12;-11,42;2,48;-28,32;-14,16
166,14;-11,42;2,52;-28,78;-14,39
166,16;-11,81;2,559;-30,22;-15,11
166,18;-11,81;2,559;-30,22;-15,11
166,2;-11,42;2,48;-28,32;-14,16
166,22;-11,02;2,48;-27,33;-13,66
166,24;-11,42;2,48;-28,32;-14,16
166,26;-11,81;2,598;-30,68;-15,34
166,28;-12,2;2,559;-31,22;-15,61
166,3;-11,42;2,48;-28,32;-14,16
166,32;-11,02;2,48;-27,33;-13,66
166,34;-11,42;2,52;-28,78;-14,39
166,36;-11,81;2,559;-30,22;-15,11
166,38;-11,81;2,559;-30,22;-15,11
166,4;-11,42;2,48;-28,32;-14,16
166,42;-11,02;2,48;-27,33;-13,66
166,44;-11,42;2,48;-28,32;-14,16
166,46;-11,81;2,559;-30,22;-15,11
166,48;-11,81;2,598;-30,68;-15,34
166,5;-11,42;2,52;-28,78;-14,39
166,52;-11,02;2,48;-27,33;-13,66
166,54;-11,42;2,48;-28,32;-14,16
166,56;-11,81;2,559;-30,22;-15,11
166,58;-11,81;2,598;-30,68;-15,34
166,6;-11,42;2,48;-28,32;-14,16
166,62;-11,02;2,48;-27,33;-13,66
166,64;-11,42;2,52;-28,78;-14,39
166,66;-11,81;2,559;-30,22;-15,11
166,68;-11,81;2,559;-30,22;-15,11
166,7;-11,81;2,48;-29,29;-14,64
166,72;-11,02;2,48;-27,33;-13,66
166,74;-11,42;2,559;-29,22;-14,61
166,76;-11,81;2,598;-30,68;-15,34
166,78;-11,81;2,598;-30,68;-15,34
166,8;-11,81;2,52;-29,76;-14,88
166,82;-11,42;2,48;-28,32;-14,16
166,84;-11,42;2,48;-28,32;-14,16
166,86;-11,81;2,559;-30,22;-15,11
166,88;-11,81;2,598;-30,68;-15,34
166,9;-11,42;2,48;-28,32;-14,16
166,92;-11,02;2,48;-27,33;-13,66
166,94;-11,02;2,48;-27,33;-13,66
166,96;-11,81;2,559;-30,22;-15,11
166,98;-11,81;2,598;-30,68;-15,34
167;-11,81;2,48;-29,29;-14,64
167,02;-11,02;2,441;-26,9;-13,45
167,04;-11,02;2,48;-27,33;-13,66
167,06;-11,81;2,559;-30,22;-15,11
167,08;-11,81;2,598;-30,68;-15,34
167,1;-11,42;2,52;-28,78;-14,39
167,12;-11,42;2,48;-28,32;-14,16
167,14;-11,42;2,48;-28,32;-14,16
167,16;-11,81;2,559;-30,22;-15,11
167,18;-12,2;2,559;-31,22;-15,61
167,2;-11,42;2,48;-28,32;-14,16
167,22;-11,02;2,48;-27,33;-13,66
167,24;-11,42;2,48;-28,32;-14,16
167,26;-11,81;2,559;-30,22;-15,11
167,28;-11,81;2,598;-30,68;-15,34
167,3;-11,42;2,52;-28,78;-14,39
167,32;-11,02;2,48;-27,33;-13,66
167,34;-11,42;2,52;-28,78;-14,39
167,36;-11,81;2,323;-27,43;-13,72
167,38;-11,81;2,559;-30,22;-15,11
167,4;-11,81;2,48;-29,29;-14,64
167,42;-11,02;2,48;-27,33;-13,66
167,44;-11,02;2,48;-27,33;-13,66
167,46;-11,81;2,559;-30,22;-15,11
167,48;-11,81;2,559;-30,22;-15,11
167,5;-11,81;2,48;-29,29;-14,64
167,52;-11,02;2,48;-27,33;-13,66
167,54;-11,42;2,48;-28,32;-14,16
167,56;-11,81;2,559;-30,22;-15,11
167,58;-12,2;2,559;-31,22;-15,61
167,6;-11,42;2,52;-28,78;-14,39
167,62;-11,02;2,48;-27,33;-13,66
167,64;-11,42;2,48;-28,32;-14,16
167,66;-11,81;2,559;-30,22;-15,11
167,68;-12,2;2,559;-31,22;-15,61
167,7;-11,42;2,48;-28,32;-14,16
167,72;-11,42;2,48;-28,32;-14,16
167,74;-11,42;2,48;-28,32;-14,16
167,76;-11,81;2,559;-30,22;-15,11
167,78;-12,2;2,598;-31,7;-15,85
167,8;-11,42;2,48;-28,32;-14,16
167,82;-11,02;2,48;-27,33;-13,66
167,84;-11,02;2,48;-27,33;-13,66
167,86;-11,81;2,559;-30,22;-15,11
167,88;-11,81;2,559;-30,22;-15,11
167,9;-11,42;2,48;-28,32;-14,16
167,92;-11,02;2,441;-26,9;-13,45
167,94;-11,02;2,48;-27,33;-13,66
167,96;-11,42;2,52;-28,78;-14,39
167,98;-11,81;2,559;-30,22;-15,11
168;-11,42;2,48;-28,32;-14,16
168,02;-11,02;2,48;-27,33;-13,66
168,04;-11,42;2,48;-28,32;-14,16
168,06;-11,81;2,559;-30,22;-15,11
168,08;-12,2;2,559;-31,22;-15,61
168,1;-11,42;2,48;-28,32;-14,16
168,12;-11,02;2,48;-27,33;-13,66
168,14;-11,42;2,48;-28,32;-14,16
168,16;-11,81;2,598;-30,68;-15,34
168,18;-11,81;2,598;-30,68;-15,34
168,2;-11,42;2,559;-29,22;-14,61
168,22;-11,42;2,48;-28,32;-14,16
168,24;-11,02;2,48;-27,33;-13,66
168,26;-11,81;2,559;-30,22;-15,11
168,28;-11,81;2,598;-30,68;-15,34
168,3;-11,42;2,48;-28,32;-14,16
168,32;-11,02;2,48;-27,33;-13,66
168,34;-11,02;2,48;-27,33;-13,66
168,36;-11,81;2,559;-30,22;-15,11
168,38;-12,2;2,559;-31,22;-15,61
168,4;-11,42;2,48;-28,32;-14,16
168,42;-11,02;2,48;-27,33;-13,66
168,44;-11,42;2,48;-28,32;-14,16
168,46;-11,81;2,559;-30,22;-15,11
168,48;-12,2;2,559;-31,22;-15,61
168,5;-11,42;2,48;-28,32;-14,16
168,52;-11,02;2,48;-27,33;-13,66
168,54;-11,02;2,52;-27,77;-13,88
168,56;-11,42;2,559;-29,22;-14,61
168,58;-12,2;2,559;-31,22;-15,61
168,6;-11,42;2,48;-28,32;-14,16
168,62;-11,02;2,48;-27,33;-13,66
168,64;-11,42;2,48;-28,32;-14,16
168,66;-11,81;2,559;-30,22;-15,11
168,68;-11,81;2,559;-30,22;-15,11
168,7;-11,81;2,48;-29,29;-14,64
168,72;-11,02;2,48;-27,33;-13,66
168,74;-11,02;2,48;-27,33;-13,66
168,76;-11,81;2,559;-30,22;-15,11
168,78;-11,81;2,559;-30,22;-15,11
168,8;-11,42;2,48;-28,32;-14,16
168,82;-11,02;2,48;-27,33;-13,66
168,84;-11,02;2,48;-27,33;-13,66
168,86;-11,42;2,52;-28,78;-14,39
168,88;-11,81;2,559;-30,22;-15,11
168,9;-11,81;2,48;-29,29;-14,64
168,92;-11,02;2,441;-26,9;-13,45
168,94;-11,02;2,48;-27,33;-13,66
168,96;-11,81;2,48;-29,29;-14,64
168,98;-12,2;2,559;-31,22;-15,61
169;-11,81;2,559;-30,22;-15,11
169,02;-11,02;2,48;-27,33;-13,66
169,04;-11,02;2,48;-27,33;-13,66
169,06;-11,81;2,559;-30,22;-15,11
169,08;-12,2;2,559;-31,22;-15,61
169,1;-11,81;2,48;-29,29;-14,64
169,12;-11,02;2,48;-27,33;-13,66
169,14;-11,02;2,48;-27,33;-13,66
169,16;-11,81;2,559;-30,22;-15,11
169,18;-11,81;2,559;-30,22;-15,11
169,2;-11,42;2,52;-28,78;-14,39
169,22;-11,42;2,48;-28,32;-14,16
169,24;-11,02;2,48;-27,33;-13,66
169,26;-11,42;2,559;-29,22;-14,61
169,28;-11,81;2,559;-30,22;-15,11
169,3;-11,42;2,48;-28,32;-14,16
169,32;-11,42;2,48;-28,32;-14,16
169,34;-11,42;2,441;-27,88;-13,94
169,36;-11,42;2,559;-29,22;-14,61
169,38;-11,81;2,559;-30,22;-15,11
169,4;-11,42;2,48;-28,32;-14,16
169,42;-11,02;2,441;-26,9;-13,45
169,44;-11,02;2,48;-27,33;-13,66
169,46;-11,81;2,559;-30,22;-15,11
169,48;-12,2;2,559;-31,22;-15,61
169,5;-11,81;2,52;-29,76;-14,88
169,52;-11,42;2,48;-28,32;-14,16
169,54;-11,02;2,48;-27,33;-13,66
169,56;-11,81;2,559;-30,22;-15,11
169,58;-11,81;2,559;-30,22;-15,11
169,6;-11,81;2,559;-30,22;-15,11
169,62;-11,42;2,48;-28,32;-14,16
169,64;-11,02;2,48;-27,33;-13,66
169,66;-11,81;2,52;-29,76;-14,88
169,68;-11,81;2,598;-30,68;-15,34
169,7;-11,81;2,48;-29,29;-14,64
169,72;-11,02;2,48;-27,33;-13,66
169,74;-11,02;2,48;-27,33;-13,66
169,76;-11,42;2,559;-29,22;-14,61
169,78;-11,81;2,559;-30,22;-15,11
169,8;-11,81;2,48;-29,29;-14,64
169,82;-11,02;2,441;-26,9;-13,45
169,84;-11,02;2,48;-27,33;-13,66
169,86;-11,02;2,48;-27,33;-13,66
169,88;-11,81;2,559;-30,22;-15,11
169,9;-11,42;2,48;-28,32;-14,16
169,92;-11,02;2,441;-26,9;-13,45
169,94;-10,63;2,441;-25,95;-12,98
169,96;-11,42;2,52;-28,78;-14,39
169,98;-11,81;2,559;-30,22;-15,11
170;-11,81;2,48;-29,29;-14,64
170,02;-11,42;2,48;-28,32;-14,16
170,04;-11,02;2,441;-26,9;-13,45
170,06;-11,42;2,48;-28,32;-14,16
170,08;-12,2;2,559;-31,22;-15,61
170,1;-11,81;2,48;-29,29;-14,64
170,12;-11,02;2,48;-27,33;-13,66
170,14;-11,02;2,48;-27,33;-13,66
170,16;-11,42;2,52;-28,78;-14,39
170,18;-11,81;2,559;-30,22;-15,11
170,2;-11,81;2,48;-29,29;-14,64
170,22;-11,42;2,48;-28,32;-14,16
170,24;-11,02;2,441;-26,9;-13,45
170,26;-11,81;2,559;-30,22;-15,11
170,28;-11,81;2,559;-30,22;-15,11
170,3;-11,81;2,559;-30,22;-15,11
170,32;-11,02;2,48;-27,33;-13,66
170,34;-11,02;2,48;-27,33;-13,66
170,36;-11,42;2,48;-28,32;-14,16
170,38;-11,81;2,559;-30,22;-15,11
170,4;-11,81;2,559;-30,22;-15,11
170,42;-11,02;2,441;-26,9;-13,45
170,44;-11,02;2,48;-27,33;-13,66
170,46;-11,42;2,48;-28,32;-14,16
170,48;-11,81;2,559;-30,22;-15,11
170,5;-11,81;2,52;-29,76;-14,88
170,52;-11,42;2,441;-27,88;-13,94
170,54;-11,02;2,48;-27,33;-13,66
170,56;-11,81;2,48;-29,29;-14,64
